Shipment_ID,Shipment_Number,Order_ID,Warehouse_ID,Shipment_Date,Expected_Delivery_Date,Actual_Delivery_Date,Shipment_Status,Tracking_Number
339,SHP000339,339,5,2025-12-22,2025-12-29,,Pending,TRK00000339
340,SHP000340,340,3,2025-10-16,2025-10-16,,Pending,TRK00000340
341,SHP000341,341,5,2025-12-22,2025-12-22,,In Transit,TRK00000341
342,SHP000342,342,1,2026-06-19,2026-06-19,,In Transit,TRK00000342
343,SHP000343,343,1,2025-11-21,2025-11-26,,In Transit,TRK00000343
344,SHP000344,344,4,2026-04-28,2026-04-30,,Pending,TRK00000344
345,SHP000345,345,5,2025-09-29,2025-10-06,2025-10-09,Delivered,TRK00000345
346,SHP000346,346,4,2026-05-24,2026-05-29,,Pending,TRK00000346
347,SHP000347,347,5,2026-05-26,2026-05-26,,Pending,TRK00000347
348,SHP000348,348,4,2025-10-18,2025-10-18,,In Transit,TRK00000348
349,SHP000349,349,4,2026-03-06,2026-03-07,,In Transit,TRK00000349
350,SHP000350,350,4,2025-12-10,2025-12-10,2025-12-13,Delivered,TRK00000350
351,SHP000351,351,4,2025-10-28,2025-10-30,,Pending,TRK00000351
352,SHP000352,352,2,2025-07-22,2025-07-29,,Pending,TRK00000352
353,SHP000353,353,3,2025-12-25,2026-01-01,,In Transit,TRK00000353
354,SHP000354,354,1,2026-02-20,2026-02-22,,In Transit,TRK00000354
355,SHP000355,355,5,2025-09-27,2025-09-29,,In Transit,TRK00000355
356,SHP000356,356,2,2026-06-06,2026-06-08,,In Transit,TRK00000356
357,SHP000357,357,2,2025-12-02,2025-12-07,,In Transit,TRK00000357
358,SHP000358,358,4,2025-09-04,2025-09-05,2025-09-05,Delivered,TRK00000358
359,SHP000359,359,5,2026-04-22,2026-04-27,,In Transit,TRK00000359
360,SHP000360,360,3,2025-09-10,2025-09-17,,In Transit,TRK00000360
361,SHP000361,361,4,2026-04-04,2026-04-04,,Pending,TRK00000361
362,SHP000362,362,4,2025-10-07,2025-10-14,,Pending,TRK00000362
363,SHP000363,363,3,2026-04-16,2026-04-21,2026-04-25,Delivered,TRK00000363
364,SHP000364,364,1,2026-03-29,2026-03-31,2026-04-04,Delivered,TRK00000364
365,SHP000365,365,1,2026-04-05,2026-04-12,,In Transit,TRK00000365
366,SHP000366,366,5,2026-04-09,2026-04-10,,Pending,TRK00000366
367,SHP000367,367,3,2026-04-16,2026-04-21,2026-04-23,Delivered,TRK00000367
368,SHP000368,368,4,2026-02-25,2026-02-25,,Pending,TRK00000368
369,SHP000369,369,3,2025-11-24,2025-12-01,2025-12-04,Delivered,TRK00000369
370,SHP000370,370,5,2025-11-18,2025-11-18,,In Transit,TRK00000370
371,SHP000371,371,1,2025-11-21,2025-11-22,,Pending,TRK00000371
372,SHP000372,372,1,2026-06-23,2026-06-30,,In Transit,TRK00000372
373,SHP000373,373,5,2026-06-07,2026-06-07,2026-06-10,Delivered,TRK00000373
374,SHP000374,374,1,2025-12-02,2025-12-02,,In Transit,TRK00000374
375,SHP000375,375,1,2025-12-31,2026-01-05,,In Transit,TRK00000375
376,SHP000376,376,4,2026-07-09,2026-07-09,,Pending,TRK00000376
377,SHP000377,377,2,2026-01-28,2026-01-30,,In Transit,TRK00000377
378,SHP000378,378,3,2025-09-17,2025-09-18,,Pending,TRK00000378
379,SHP000379,379,2,2026-06-12,2026-06-14,,In Transit,TRK00000379
380,SHP000380,380,1,2025-10-21,2025-10-26,,Pending,TRK00000380
381,SHP000381,381,5,2025-07-16,2025-07-16,,Pending,TRK00000381
382,SHP000382,382,2,2025-11-18,2025-11-19,2025-11-19,Delivered,TRK00000382
383,SHP000383,383,1,2026-05-14,2026-05-19,,Pending,TRK00000383
384,SHP000384,384,4,2026-04-20,2026-04-27,,Pending,TRK00000384
385,SHP000385,385,5,2025-09-12,2025-09-13,,In Transit,TRK00000385
386,SHP000386,386,4,2025-08-29,2025-09-03,,Pending,TRK00000386
387,SHP000387,387,2,2025-09-25,2025-10-02,2025-10-06,Delivered,TRK00000387
388,SHP000388,388,2,2025-11-07,2025-11-08,2025-11-10,Delivered,TRK00000388
389,SHP000389,389,3,2025-08-16,2025-08-17,2025-08-20,Delivered,TRK00000389
390,SHP000390,390,3,2026-04-29,2026-04-30,2026-05-01,Delivered,TRK00000390
391,SHP000391,391,5,2025-11-04,2025-11-09,,Pending,TRK00000391
392,SHP000392,392,4,2026-06-19,2026-06-21,,Pending,TRK00000392
393,SHP000393,393,5,2026-01-02,2026-01-09,,Pending,TRK00000393
394,SHP000394,394,1,2025-12-25,2025-12-26,2025-12-30,Delivered,TRK00000394
395,SHP000395,395,4,2025-12-10,2025-12-11,,Pending,TRK00000395
396,SHP000396,396,5,2026-01-21,2026-01-23,2026-01-24,Delivered,TRK00000396
397,SHP000397,397,2,2026-07-03,2026-07-05,2026-07-08,Delivered,TRK00000397
398,SHP000398,398,3,2026-01-20,2026-01-20,2026-01-22,Delivered,TRK00000398
399,SHP000399,399,4,2025-11-26,2025-11-26,,In Transit,TRK00000399
400,SHP000400,400,3,2026-06-17,2026-06-22,2026-06-22,Delivered,TRK00000400
401,SHP000401,401,2,2026-04-01,2026-04-01,2026-04-03,Delivered,TRK00000401
402,SHP000402,402,2,2025-11-10,2025-11-17,,In Transit,TRK00000402
403,SHP000403,403,3,2025-07-25,2025-07-30,,Pending,TRK00000403
404,SHP000404,404,2,2026-07-04,2026-07-11,,Pending,TRK00000404
405,SHP000405,405,1,2025-11-06,2025-11-11,,In Transit,TRK00000405
406,SHP000406,406,2,2026-07-12,2026-07-19,,Pending,TRK00000406
407,SHP000407,407,4,2025-12-31,2026-01-02,,Pending,TRK00000407
408,SHP000408,408,5,2026-02-25,2026-03-04,,Pending,TRK00000408
409,SHP000409,409,5,2025-08-24,2025-08-24,,Pending,TRK00000409
410,SHP000410,410,5,2026-06-16,2026-06-21,,Pending,TRK00000410
411,SHP000411,411,2,2026-03-13,2026-03-20,,Pending,TRK00000411
412,SHP000412,412,3,2025-07-22,2025-07-23,,In Transit,TRK00000412
413,SHP000413,413,3,2026-05-28,2026-05-28,2026-05-28,Delivered,TRK00000413
414,SHP000414,414,5,2025-08-13,2025-08-13,2025-08-12,Delivered,TRK00000414
415,SHP000415,415,4,2025-10-18,2025-10-19,,Pending,TRK00000415
416,SHP000416,416,2,2025-12-23,2025-12-23,,In Transit,TRK00000416
417,SHP000417,417,3,2025-12-22,2025-12-27,,In Transit,TRK00000417
418,SHP000418,418,5,2025-09-06,2025-09-13,2025-09-16,Delivered,TRK00000418
419,SHP000419,419,1,2026-05-13,2026-05-14,,Pending,TRK00000419
420,SHP000420,420,5,2026-06-29,2026-07-06,,Pending,TRK00000420
421,SHP000421,421,3,2025-11-07,2025-11-08,,Pending,TRK00000421
422,SHP000422,422,3,2026-05-07,2026-05-12,,Pending,TRK00000422
423,SHP000423,423,3,2026-05-26,2026-05-28,,In Transit,TRK00000423
424,SHP000424,424,1,2026-06-27,2026-06-27,,In Transit,TRK00000424
425,SHP000425,425,1,2026-06-12,2026-06-14,,In Transit,TRK00000425
426,SHP000426,426,5,2025-08-12,2025-08-12,,In Transit,TRK00000426
427,SHP000427,427,2,2025-09-29,2025-10-04,2025-10-05,Delivered,TRK00000427
428,SHP000428,428,5,2026-06-03,2026-06-10,,In Transit,TRK00000428
429,SHP000429,429,1,2025-08-08,2025-08-15,2025-08-19,Delivered,TRK00000429
430,SHP000430,430,2,2025-09-23,2025-09-28,,Pending,TRK00000430
431,SHP000431,431,4,2025-12-27,2025-12-28,,In Transit,TRK00000431
432,SHP000432,432,3,2025-11-10,2025-11-15,,Pending,TRK00000432
433,SHP000433,433,1,2026-04-25,2026-05-02,2026-05-05,Delivered,TRK00000433
434,SHP000434,434,1,2026-07-13,2026-07-20,2026-07-23,Delivered,TRK00000434
435,SHP000435,435,3,2025-12-07,2025-12-08,,Pending,TRK00000435
436,SHP000436,436,4,2025-12-25,2026-01-01,2026-01-04,Delivered,TRK00000436
437,SHP000437,437,1,2025-09-18,2025-09-23,,In Transit,TRK00000437
438,SHP000438,438,5,2026-05-11,2026-05-11,2026-05-12,Delivered,TRK00000438
439,SHP000439,439,3,2026-04-17,2026-04-18,2026-04-18,Delivered,TRK00000439
440,SHP000440,440,4,2026-02-16,2026-02-17,,Pending,TRK00000440
441,SHP000441,441,1,2025-10-22,2025-10-27,2025-10-30,Delivered,TRK00000441
442,SHP000442,442,2,2025-07-16,2025-07-18,2025-07-21,Delivered,TRK00000442
443,SHP000443,443,1,2025-12-17,2025-12-17,2025-12-16,Delivered,TRK00000443
444,SHP000444,444,4,2026-07-10,2026-07-15,2026-07-19,Delivered,TRK00000444
445,SHP000445,445,2,2026-03-20,2026-03-25,,In Transit,TRK00000445
446,SHP000446,446,4,2026-01-13,2026-01-18,2026-01-21,Delivered,TRK00000446
447,SHP000447,447,1,2025-09-30,2025-10-05,2025-10-05,Delivered,TRK00000447
448,SHP000448,448,4,2026-06-20,2026-06-21,2026-06-24,Delivered,TRK00000448
449,SHP000449,449,5,2025-10-23,2025-10-28,,Pending,TRK00000449
450,SHP000450,450,3,2025-10-23,2025-10-25,,Pending,TRK00000450
451,SHP000451,451,1,2026-06-24,2026-06-26,,In Transit,TRK00000451
452,SHP000452,452,2,2026-02-11,2026-02-13,2026-02-12,Delivered,TRK00000452
453,SHP000453,453,4,2025-11-24,2025-11-24,2025-11-25,Delivered,TRK00000453
454,SHP000454,454,5,2026-05-11,2026-05-11,,Pending,TRK00000454
455,SHP000455,455,3,2025-08-01,2025-08-06,2025-08-09,Delivered,TRK00000455
456,SHP000456,456,3,2025-08-02,2025-08-04,,Pending,TRK00000456
457,SHP000457,457,5,2026-05-16,2026-05-21,,In Transit,TRK00000457
458,SHP000458,458,3,2026-02-07,2026-02-09,,In Transit,TRK00000458
459,SHP000459,459,1,2025-12-04,2025-12-04,,Pending,TRK00000459
460,SHP000460,460,2,2026-07-13,2026-07-13,2026-07-12,Delivered,TRK00000460
461,SHP000461,461,1,2026-03-25,2026-04-01,,In Transit,TRK00000461
462,SHP000462,462,5,2026-07-08,2026-07-13,,Pending,TRK00000462
463,SHP000463,463,2,2025-09-24,2025-09-25,,In Transit,TRK00000463
464,SHP000464,464,1,2025-10-07,2025-10-09,,Pending,TRK00000464
465,SHP000465,465,2,2026-01-03,2026-01-04,2026-01-08,Delivered,TRK00000465
466,SHP000466,466,1,2025-09-22,2025-09-27,,Pending,TRK00000466
467,SHP000467,467,1,2025-07-22,2025-07-22,2025-07-23,Delivered,TRK00000467
468,SHP000468,468,5,2025-09-01,2025-09-03,2025-09-05,Delivered,TRK00000468
469,SHP000469,469,3,2025-11-02,2025-11-07,,Pending,TRK00000469
470,SHP000470,470,3,2026-03-21,2026-03-21,,In Transit,TRK00000470
471,SHP000471,471,1,2026-05-21,2026-05-21,2026-05-22,Delivered,TRK00000471
472,SHP000472,472,3,2026-02-24,2026-02-26,2026-02-27,Delivered,TRK00000472
473,SHP000473,473,4,2025-07-31,2025-08-05,,In Transit,TRK00000473
474,SHP000474,474,2,2026-05-20,2026-05-25,2026-05-26,Delivered,TRK00000474
475,SHP000475,475,1,2026-06-21,2026-06-26,,Pending,TRK00000475
476,SHP000476,476,1,2025-07-31,2025-08-02,,In Transit,TRK00000476
477,SHP000477,477,5,2026-06-01,2026-06-06,2026-06-10,Delivered,TRK00000477
478,SHP000478,478,4,2026-07-07,2026-07-14,2026-07-17,Delivered,TRK00000478
479,SHP000479,479,3,2026-06-23,2026-06-28,2026-06-29,Delivered,TRK00000479
480,SHP000480,480,4,2025-10-28,2025-11-04,2025-11-04,Delivered,TRK00000480
481,SHP000481,481,2,2026-03-15,2026-03-17,,Pending,TRK00000481
482,SHP000482,482,3,2025-07-19,2025-07-24,,Pending,TRK00000482
483,SHP000483,483,4,2025-08-19,2025-08-19,,In Transit,TRK00000483
484,SHP000484,484,1,2025-11-16,2025-11-23,2025-11-23,Delivered,TRK00000484
485,SHP000485,485,2,2025-11-01,2025-11-02,,Pending,TRK00000485
486,SHP000486,486,5,2026-02-10,2026-02-10,2026-02-09,Delivered,TRK00000486
487,SHP000487,487,1,2026-06-23,2026-06-24,,In Transit,TRK00000487
488,SHP000488,488,3,2025-08-09,2025-08-14,2025-08-18,Delivered,TRK00000488
489,SHP000489,489,1,2025-09-01,2025-09-03,2025-09-07,Delivered,TRK00000489
490,SHP000490,490,5,2025-08-23,2025-08-23,,Pending,TRK00000490
491,SHP000491,491,2,2025-10-12,2025-10-14,,Pending,TRK00000491
492,SHP000492,492,5,2026-02-12,2026-02-19,,In Transit,TRK00000492
493,SHP000493,493,2,2026-05-31,2026-06-02,,Pending,TRK00000493
494,SHP000494,494,2,2026-04-17,2026-04-18,,In Transit,TRK00000494
495,SHP000495,495,1,2026-01-21,2026-01-26,,In Transit,TRK00000495
496,SHP000496,496,5,2026-04-08,2026-04-15,,In Transit,TRK00000496
497,SHP000497,497,3,2026-03-18,2026-03-25,,Pending,TRK00000497
498,SHP000498,498,5,2025-12-01,2025-12-01,2025-12-02,Delivered,TRK00000498
499,SHP000499,499,3,2026-02-04,2026-02-05,,In Transit,TRK00000499
500,SHP000500,500,5,2026-06-06,2026-06-08,,Pending,TRK00000500
501,SHP000501,501,1,2025-11-17,2025-11-24,,In Transit,TRK00000501
502,SHP000502,502,1,2026-01-29,2026-01-30,,Pending,TRK00000502
503,SHP000503,503,5,2025-09-13,2025-09-13,,In Transit,TRK00000503
504,SHP000504,504,2,2026-07-01,2026-07-03,2026-07-02,Delivered,TRK00000504
505,SHP000505,505,1,2025-12-29,2025-12-29,,Pending,TRK00000505
506,SHP000506,506,1,2025-10-19,2025-10-20,2025-10-19,Delivered,TRK00000506
507,SHP000507,507,3,2026-04-17,2026-04-17,2026-04-19,Delivered,TRK00000507
508,SHP000508,508,4,2025-09-28,2025-09-30,,Pending,TRK00000508
509,SHP000509,509,2,2025-08-19,2025-08-20,2025-08-24,Delivered,TRK00000509
510,SHP000510,510,2,2025-11-10,2025-11-11,,In Transit,TRK00000510
511,SHP000511,511,3,2026-05-06,2026-05-13,2026-05-15,Delivered,TRK00000511
512,SHP000512,512,1,2025-07-24,2025-07-26,,In Transit,TRK00000512
513,SHP000513,513,2,2025-09-26,2025-09-26,2025-09-26,Delivered,TRK00000513
514,SHP000514,514,1,2026-05-17,2026-05-24,,Pending,TRK00000514
515,SHP000515,515,2,2026-03-21,2026-03-26,,Pending,TRK00000515
516,SHP000516,516,1,2026-02-11,2026-02-12,,Pending,TRK00000516
517,SHP000517,517,5,2025-11-23,2025-11-30,,In Transit,TRK00000517
518,SHP000518,518,3,2026-07-03,2026-07-10,2026-07-14,Delivered,TRK00000518
519,SHP000519,519,4,2025-09-05,2025-09-12,2025-09-15,Delivered,TRK00000519
520,SHP000520,520,4,2026-06-23,2026-06-24,,In Transit,TRK00000520
521,SHP000521,521,1,2025-09-10,2025-09-15,2025-09-17,Delivered,TRK00000521
522,SHP000522,522,2,2026-07-12,2026-07-14,,Pending,TRK00000522
523,SHP000523,523,4,2025-08-25,2025-08-26,,In Transit,TRK00000523
524,SHP000524,524,4,2026-07-14,2026-07-14,2026-07-15,Delivered,TRK00000524
525,SHP000525,525,5,2025-12-18,2025-12-23,2025-12-27,Delivered,TRK00000525
526,SHP000526,526,4,2026-01-08,2026-01-09,2026-01-11,Delivered,TRK00000526
527,SHP000527,527,5,2025-09-05,2025-09-05,,Pending,TRK00000527
528,SHP000528,528,5,2026-01-19,2026-01-26,,Pending,TRK00000528
529,SHP000529,529,2,2026-01-03,2026-01-05,2026-01-06,Delivered,TRK00000529
530,SHP000530,530,4,2026-01-09,2026-01-09,,In Transit,TRK00000530
531,SHP000531,531,3,2026-04-17,2026-04-19,,Pending,TRK00000531
532,SHP000532,532,4,2025-07-24,2025-07-29,2025-08-01,Delivered,TRK00000532
533,SHP000533,533,4,2026-04-19,2026-04-20,,Pending,TRK00000533
534,SHP000534,534,4,2025-08-12,2025-08-14,,Pending,TRK00000534
535,SHP000535,535,3,2026-06-25,2026-07-02,,Pending,TRK00000535
536,SHP000536,536,4,2026-02-27,2026-03-04,2026-03-04,Delivered,TRK00000536
537,SHP000537,537,4,2025-07-29,2025-08-05,,Pending,TRK00000537
538,SHP000538,538,2,2026-06-22,2026-06-27,2026-07-01,Delivered,TRK00000538
539,SHP000539,539,4,2025-09-07,2025-09-12,,Pending,TRK00000539
540,SHP000540,540,1,2025-11-27,2025-12-02,,In Transit,TRK00000540
541,SHP000541,541,4,2025-09-23,2025-09-25,,In Transit,TRK00000541
542,SHP000542,542,5,2026-01-09,2026-01-10,,In Transit,TRK00000542
543,SHP000543,543,4,2026-02-09,2026-02-11,,Pending,TRK00000543
544,SHP000544,544,4,2025-10-20,2025-10-22,,Pending,TRK00000544
545,SHP000545,545,1,2025-09-20,2025-09-20,,Pending,TRK00000545
546,SHP000546,546,3,2026-02-01,2026-02-02,,Pending,TRK00000546
547,SHP000547,547,5,2026-05-09,2026-05-16,,In Transit,TRK00000547
548,SHP000548,548,2,2025-09-18,2025-09-18,2025-09-18,Delivered,TRK00000548
549,SHP000549,549,4,2025-12-03,2025-12-05,,In Transit,TRK00000549
550,SHP000550,550,5,2026-03-24,2026-03-25,,In Transit,TRK00000550
551,SHP000551,551,2,2025-09-08,2025-09-09,2025-09-09,Delivered,TRK00000551
552,SHP000552,552,1,2026-06-26,2026-06-28,,In Transit,TRK00000552
553,SHP000553,553,2,2025-10-10,2025-10-11,,Pending,TRK00000553
554,SHP000554,554,2,2026-02-28,2026-03-01,,Pending,TRK00000554
555,SHP000555,555,5,2025-10-18,2025-10-19,,In Transit,TRK00000555
556,SHP000556,556,3,2025-08-20,2025-08-25,,In Transit,TRK00000556
557,SHP000557,557,3,2025-11-03,2025-11-05,,Pending,TRK00000557
558,SHP000558,558,3,2025-12-11,2025-12-12,,Pending,TRK00000558
559,SHP000559,559,3,2025-09-09,2025-09-11,,In Transit,TRK00000559
560,SHP000560,560,2,2026-01-16,2026-01-18,2026-01-21,Delivered,TRK00000560
561,SHP000561,561,4,2026-01-08,2026-01-08,,In Transit,TRK00000561
562,SHP000562,562,3,2025-08-24,2025-08-24,,In Transit,TRK00000562
563,SHP000563,563,2,2026-03-22,2026-03-29,,Pending,TRK00000563
564,SHP000564,564,1,2025-08-18,2025-08-20,,In Transit,TRK00000564
565,SHP000565,565,3,2025-11-20,2025-11-22,,In Transit,TRK00000565
566,SHP000566,566,4,2025-12-14,2025-12-14,2025-12-18,Delivered,TRK00000566
567,SHP000567,567,4,2025-08-11,2025-08-11,2025-08-12,Delivered,TRK00000567
568,SHP000568,568,3,2026-06-10,2026-06-12,2026-06-16,Delivered,TRK00000568
569,SHP000569,569,5,2025-12-07,2025-12-14,,In Transit,TRK00000569
570,SHP000570,570,5,2025-08-17,2025-08-24,2025-08-25,Delivered,TRK00000570
571,SHP000571,571,5,2026-02-19,2026-02-19,,In Transit,TRK00000571
572,SHP000572,572,2,2025-07-15,2025-07-15,,Pending,TRK00000572
573,SHP000573,573,1,2025-08-15,2025-08-22,,Pending,TRK00000573
574,SHP000574,574,5,2025-12-18,2025-12-18,,Pending,TRK00000574
575,SHP000575,575,4,2026-01-25,2026-02-01,,Pending,TRK00000575
576,SHP000576,576,4,2025-11-25,2025-11-25,2025-11-27,Delivered,TRK00000576
577,SHP000577,577,1,2026-01-31,2026-02-02,2026-02-01,Delivered,TRK00000577
578,SHP000578,578,1,2025-09-27,2025-10-04,,Pending,TRK00000578
579,SHP000579,579,5,2025-11-28,2025-11-28,,Pending,TRK00000579
580,SHP000580,580,3,2026-01-18,2026-01-20,2026-01-24,Delivered,TRK00000580
581,SHP000581,581,2,2026-01-14,2026-01-19,,In Transit,TRK00000581
582,SHP000582,582,1,2025-12-19,2025-12-21,,In Transit,TRK00000582
583,SHP000583,583,1,2025-11-16,2025-11-23,,Pending,TRK00000583
584,SHP000584,584,3,2026-05-16,2026-05-21,,In Transit,TRK00000584
585,SHP000585,585,2,2026-06-27,2026-07-02,2026-07-04,Delivered,TRK00000585
586,SHP000586,586,3,2026-04-17,2026-04-18,2026-04-19,Delivered,TRK00000586
587,SHP000587,587,5,2025-08-04,2025-08-11,,In Transit,TRK00000587
588,SHP000588,588,2,2025-08-26,2025-09-02,,Pending,TRK00000588
589,SHP000589,589,3,2025-08-05,2025-08-06,,In Transit,TRK00000589
590,SHP000590,590,2,2025-08-17,2025-08-24,2025-08-26,Delivered,TRK00000590
591,SHP000591,591,4,2025-11-02,2025-11-03,,Pending,TRK00000591
592,SHP000592,592,4,2025-11-05,2025-11-07,,In Transit,TRK00000592
593,SHP000593,593,3,2025-12-19,2025-12-21,,In Transit,TRK00000593
594,SHP000594,594,3,2026-02-14,2026-02-19,,Pending,TRK00000594
595,SHP000595,595,2,2025-11-07,2025-11-07,2025-11-11,Delivered,TRK00000595
596,SHP000596,596,3,2026-03-05,2026-03-12,,In Transit,TRK00000596
597,SHP000597,597,3,2026-04-18,2026-04-19,2026-04-22,Delivered,TRK00000597
598,SHP000598,598,4,2026-04-19,2026-04-21,2026-04-25,Delivered,TRK00000598
599,SHP000599,599,2,2026-05-23,2026-05-24,2026-05-26,Delivered,TRK00000599
600,SHP000600,600,3,2026-06-16,2026-06-18,2026-06-18,Delivered,TRK00000600
601,SHP000601,601,3,2026-02-10,2026-02-17,2026-02-16,Delivered,TRK00000601
602,SHP000602,602,5,2026-06-24,2026-06-24,,In Transit,TRK00000602
603,SHP000603,603,5,2025-07-26,2025-07-26,2025-07-27,Delivered,TRK00000603
604,SHP000604,604,3,2025-08-21,2025-08-22,2025-08-21,Delivered,TRK00000604
605,SHP000605,605,1,2026-05-22,2026-05-22,2026-05-26,Delivered,TRK00000605
606,SHP000606,606,5,2026-03-23,2026-03-24,,In Transit,TRK00000606
607,SHP000607,607,4,2025-08-02,2025-08-04,,Pending,TRK00000607
608,SHP000608,608,2,2025-12-30,2026-01-04,2026-01-05,Delivered,TRK00000608
609,SHP000609,609,2,2025-09-03,2025-09-10,,Pending,TRK00000609
610,SHP000610,610,5,2025-07-17,2025-07-17,,Pending,TRK00000610
611,SHP000611,611,2,2025-10-18,2025-10-20,,In Transit,TRK00000611
612,SHP000612,612,5,2025-11-20,2025-11-27,,In Transit,TRK00000612
613,SHP000613,613,1,2025-12-27,2026-01-03,2026-01-07,Delivered,TRK00000613
614,SHP000614,614,5,2025-10-09,2025-10-09,,In Transit,TRK00000614
615,SHP000615,615,4,2026-01-27,2026-01-28,,Pending,TRK00000615
616,SHP000616,616,1,2026-05-24,2026-05-26,,Pending,TRK00000616
617,SHP000617,617,1,2026-04-03,2026-04-05,2026-04-06,Delivered,TRK00000617
618,SHP000618,618,1,2026-05-01,2026-05-08,,Pending,TRK00000618
619,SHP000619,619,1,2025-09-19,2025-09-19,,In Transit,TRK00000619
620,SHP000620,620,5,2026-02-11,2026-02-16,,Pending,TRK00000620
621,SHP000621,621,4,2026-01-03,2026-01-10,,Pending,TRK00000621
622,SHP000622,622,1,2025-10-09,2025-10-16,,In Transit,TRK00000622
623,SHP000623,623,3,2025-11-07,2025-11-14,2025-11-13,Delivered,TRK00000623
624,SHP000624,624,3,2026-04-11,2026-04-11,,Pending,TRK00000624
625,SHP000625,625,5,2026-04-13,2026-04-18,,In Transit,TRK00000625
626,SHP000626,626,5,2025-08-17,2025-08-19,,In Transit,TRK00000626
627,SHP000627,627,5,2025-12-03,2025-12-08,2025-12-10,Delivered,TRK00000627
628,SHP000628,628,1,2025-11-24,2025-11-29,2025-12-01,Delivered,TRK00000628
629,SHP000629,629,4,2026-02-13,2026-02-15,,Pending,TRK00000629
630,SHP000630,630,3,2025-09-14,2025-09-16,,Pending,TRK00000630
631,SHP000631,631,2,2026-03-28,2026-04-02,,Pending,TRK00000631
632,SHP000632,632,4,2026-01-24,2026-01-24,2026-01-27,Delivered,TRK00000632
633,SHP000633,633,3,2025-11-03,2025-11-10,,In Transit,TRK00000633
634,SHP000634,634,5,2026-05-08,2026-05-13,,In Transit,TRK00000634
635,SHP000635,635,4,2025-11-27,2025-11-29,,Pending,TRK00000635
636,SHP000636,636,4,2026-05-30,2026-06-06,,Pending,TRK00000636
637,SHP000637,637,5,2026-05-24,2026-05-26,2026-05-26,Delivered,TRK00000637
638,SHP000638,638,5,2025-11-02,2025-11-02,,In Transit,TRK00000638
639,SHP000639,639,5,2026-04-06,2026-04-07,,Pending,TRK00000639
640,SHP000640,640,1,2026-01-16,2026-01-23,,Pending,TRK00000640
641,SHP000641,641,3,2026-05-22,2026-05-23,2026-05-24,Delivered,TRK00000641
642,SHP000642,642,5,2026-05-24,2026-05-31,,Pending,TRK00000642
643,SHP000643,643,4,2026-04-25,2026-05-02,,Pending,TRK00000643
644,SHP000644,644,4,2026-03-08,2026-03-10,,In Transit,TRK00000644
645,SHP000645,645,1,2026-05-11,2026-05-13,,In Transit,TRK00000645
646,SHP000646,646,2,2026-06-26,2026-07-01,2026-07-04,Delivered,TRK00000646
647,SHP000647,647,2,2026-02-23,2026-02-25,,In Transit,TRK00000647
648,SHP000648,648,5,2026-02-04,2026-02-04,,In Transit,TRK00000648
649,SHP000649,649,2,2026-07-12,2026-07-13,2026-07-12,Delivered,TRK00000649
650,SHP000650,650,1,2025-09-17,2025-09-22,,Pending,TRK00000650
651,SHP000651,651,5,2026-05-23,2026-05-30,,In Transit,TRK00000651
652,SHP000652,652,1,2026-05-08,2026-05-09,,Pending,TRK00000652
