Return_ID,Return_Number,Order_ID,Return_Date,Return_Reason,Return_Status,Refund_Amount,Created_Date
340,RET000340,44352,2026-05-24,Damaged Product,Approved,13106.09,2026-07-13
341,RET000341,2000,2026-04-24,Wrong Product Delivered,Rejected,0.0,2026-07-13
342,RET000342,21134,2026-05-04,Defective Product,Rejected,0.0,2026-07-13
343,RET000343,20814,2026-01-03,Wrong Product Delivered,Approved,252720.41,2026-07-13
344,RET000344,32590,2025-08-06,Damaged Product,Approved,82191.71,2026-07-13
345,RET000345,46864,2026-07-09,Late Delivery,Rejected,0.0,2026-07-13
346,RET000346,30600,2026-01-03,Wrong Product Delivered,Rejected,0.0,2026-07-13
347,RET000347,45821,2025-12-10,Late Delivery,Rejected,0.0,2026-07-13
348,RET000348,15086,2025-07-22,Defective Product,Approved,136557.27,2026-07-13
349,RET000349,21392,2025-09-14,Wrong Product Delivered,Rejected,0.0,2026-07-13
350,RET000350,6128,2026-02-28,Customer Changed Mind,Approved,82175.04,2026-07-13
351,RET000351,38489,2026-05-22,Defective Product,Rejected,0.0,2026-07-13
352,RET000352,39205,2025-07-19,Damaged Product,Rejected,0.0,2026-07-13
353,RET000353,6933,2025-12-31,Late Delivery,Rejected,0.0,2026-07-13
354,RET000354,4336,2026-03-28,Damaged Product,Approved,110123.35,2026-07-13
355,RET000355,33437,2025-12-17,Damaged Product,Rejected,0.0,2026-07-13
356,RET000356,27986,2025-09-26,Late Delivery,Pending,36725.39,2026-07-13
357,RET000357,5192,2025-12-13,Customer Changed Mind,Rejected,0.0,2026-07-13
358,RET000358,38762,2026-04-16,Wrong Product Delivered,Rejected,0.0,2026-07-13
359,RET000359,42610,2026-02-01,Defective Product,Pending,16003.04,2026-07-13
360,RET000360,18455,2025-08-21,Wrong Product Delivered,Rejected,0.0,2026-07-13
361,RET000361,44227,2025-08-23,Damaged Product,Rejected,0.0,2026-07-13
362,RET000362,4171,2025-07-14,Wrong Product Delivered,Approved,446933.33,2026-07-13
363,RET000363,18845,2026-06-26,Damaged Product,Pending,30105.35,2026-07-13
364,RET000364,39888,2025-07-15,Wrong Product Delivered,Approved,237612.04,2026-07-13
365,RET000365,42212,2025-12-29,Late Delivery,Rejected,0.0,2026-07-13
366,RET000366,12928,2026-05-13,Wrong Product Delivered,Approved,70098.2,2026-07-13
367,RET000367,40354,2026-02-03,Damaged Product,Pending,231166.32,2026-07-13
368,RET000368,43836,2026-03-23,Defective Product,Pending,47127.41,2026-07-13
369,RET000369,5984,2026-06-13,Defective Product,Rejected,0.0,2026-07-13
370,RET000370,28732,2025-12-09,Customer Changed Mind,Approved,46233.69,2026-07-13
371,RET000371,13849,2026-07-01,Customer Changed Mind,Rejected,0.0,2026-07-13
372,RET000372,36626,2025-09-03,Wrong Product Delivered,Approved,52906.28,2026-07-13
373,RET000373,44838,2025-11-09,Defective Product,Pending,393675.99,2026-07-13
374,RET000374,47073,2026-06-21,Customer Changed Mind,Rejected,0.0,2026-07-13
375,RET000375,26091,2025-12-22,Damaged Product,Pending,78930.0,2026-07-13
376,RET000376,3622,2026-06-16,Defective Product,Pending,67974.93,2026-07-13
377,RET000377,37454,2025-09-25,Late Delivery,Pending,197761.71,2026-07-13
378,RET000378,5942,2026-01-11,Wrong Product Delivered,Approved,26864.04,2026-07-13
379,RET000379,44512,2026-06-19,Defective Product,Approved,80878.87,2026-07-13
380,RET000380,38054,2026-02-04,Wrong Product Delivered,Approved,459092.61,2026-07-13
381,RET000381,3567,2025-11-26,Customer Changed Mind,Rejected,0.0,2026-07-13
382,RET000382,29120,2026-05-20,Customer Changed Mind,Approved,54796.19,2026-07-13
383,RET000383,22303,2026-02-26,Wrong Product Delivered,Pending,210793.17,2026-07-13
384,RET000384,37140,2026-07-07,Wrong Product Delivered,Pending,40950.19,2026-07-13
385,RET000385,32354,2026-01-14,Late Delivery,Approved,153902.99,2026-07-13
386,RET000386,6326,2025-07-15,Wrong Product Delivered,Rejected,0.0,2026-07-13
387,RET000387,18257,2026-01-24,Late Delivery,Approved,39229.36,2026-07-13
388,RET000388,25705,2026-05-29,Customer Changed Mind,Approved,92877.51,2026-07-13
389,RET000389,46102,2026-01-09,Defective Product,Rejected,0.0,2026-07-13
390,RET000390,49375,2026-04-24,Defective Product,Approved,147241.4,2026-07-13
391,RET000391,1122,2025-10-06,Customer Changed Mind,Pending,33964.33,2026-07-13
392,RET000392,2852,2025-12-18,Late Delivery,Approved,150632.36,2026-07-13
393,RET000393,38747,2025-07-16,Late Delivery,Rejected,0.0,2026-07-13
394,RET000394,33390,2026-04-24,Late Delivery,Approved,256067.28,2026-07-13
395,RET000395,28091,2025-12-27,Damaged Product,Approved,4538.25,2026-07-13
396,RET000396,2981,2026-01-03,Wrong Product Delivered,Pending,165911.78,2026-07-13
397,RET000397,28801,2026-03-16,Wrong Product Delivered,Pending,206297.87,2026-07-13
398,RET000398,20683,2025-11-19,Late Delivery,Rejected,0.0,2026-07-13
399,RET000399,4676,2025-12-07,Wrong Product Delivered,Rejected,0.0,2026-07-13
400,RET000400,45956,2025-07-17,Damaged Product,Rejected,0.0,2026-07-13
401,RET000401,37541,2025-09-05,Wrong Product Delivered,Pending,15701.26,2026-07-13
402,RET000402,5079,2026-03-21,Defective Product,Rejected,0.0,2026-07-13
403,RET000403,17751,2025-07-15,Wrong Product Delivered,Pending,464450.99,2026-07-13
404,RET000404,14555,2025-07-28,Late Delivery,Pending,345111.24,2026-07-13
405,RET000405,47522,2026-01-15,Customer Changed Mind,Pending,62849.95,2026-07-13
406,RET000406,25585,2025-07-23,Wrong Product Delivered,Pending,170548.15,2026-07-13
407,RET000407,25218,2025-07-23,Wrong Product Delivered,Pending,8173.21,2026-07-13
408,RET000408,42774,2025-11-25,Customer Changed Mind,Rejected,0.0,2026-07-13
409,RET000409,7683,2025-11-05,Wrong Product Delivered,Approved,11807.69,2026-07-13
410,RET000410,27268,2025-11-06,Late Delivery,Pending,8868.51,2026-07-13
411,RET000411,27534,2025-07-31,Damaged Product,Rejected,0.0,2026-07-13
412,RET000412,34950,2025-10-01,Defective Product,Rejected,0.0,2026-07-13
413,RET000413,4587,2025-10-17,Damaged Product,Pending,365871.2,2026-07-13
414,RET000414,24162,2026-03-10,Damaged Product,Pending,62892.05,2026-07-13
415,RET000415,41272,2025-12-17,Defective Product,Pending,111107.12,2026-07-13
416,RET000416,27119,2026-01-04,Late Delivery,Rejected,0.0,2026-07-13
417,RET000417,40050,2025-07-15,Late Delivery,Approved,103083.77,2026-07-13
418,RET000418,46231,2025-10-20,Late Delivery,Pending,3673.54,2026-07-13
419,RET000419,29819,2026-03-05,Defective Product,Rejected,0.0,2026-07-13
420,RET000420,36494,2026-03-21,Defective Product,Rejected,0.0,2026-07-13
421,RET000421,49138,2026-01-04,Wrong Product Delivered,Approved,373861.91,2026-07-13
422,RET000422,43627,2025-09-16,Defective Product,Rejected,0.0,2026-07-13
423,RET000423,14786,2025-12-16,Late Delivery,Pending,30936.26,2026-07-13
424,RET000424,4377,2025-10-23,Customer Changed Mind,Rejected,0.0,2026-07-13
425,RET000425,44615,2026-03-17,Customer Changed Mind,Approved,253482.37,2026-07-13
426,RET000426,15571,2025-07-14,Customer Changed Mind,Approved,187689.19,2026-07-13
427,RET000427,36847,2026-05-12,Damaged Product,Pending,113238.29,2026-07-13
428,RET000428,49323,2025-07-15,Late Delivery,Pending,55870.39,2026-07-13
429,RET000429,4817,2025-10-13,Damaged Product,Rejected,0.0,2026-07-13
430,RET000430,17741,2026-07-07,Late Delivery,Rejected,0.0,2026-07-13
431,RET000431,13191,2026-01-18,Late Delivery,Rejected,0.0,2026-07-13
432,RET000432,18117,2026-05-30,Late Delivery,Pending,10462.88,2026-07-13
433,RET000433,28594,2025-08-13,Wrong Product Delivered,Pending,166889.31,2026-07-13
434,RET000434,36277,2025-12-31,Late Delivery,Rejected,0.0,2026-07-13
435,RET000435,453,2025-09-27,Damaged Product,Rejected,0.0,2026-07-13
436,RET000436,19435,2026-05-31,Late Delivery,Rejected,0.0,2026-07-13
437,RET000437,5413,2025-12-22,Late Delivery,Pending,27275.08,2026-07-13
438,RET000438,11501,2026-01-03,Damaged Product,Approved,2450.86,2026-07-13
439,RET000439,1822,2025-11-23,Defective Product,Approved,38881.0,2026-07-13
440,RET000440,1446,2025-09-26,Late Delivery,Rejected,0.0,2026-07-13
441,RET000441,31455,2026-07-01,Late Delivery,Pending,77516.13,2026-07-13
442,RET000442,7895,2026-07-05,Wrong Product Delivered,Approved,273678.79,2026-07-13
443,RET000443,16354,2025-12-28,Damaged Product,Approved,245758.31,2026-07-13
444,RET000444,36062,2026-05-07,Late Delivery,Pending,146135.02,2026-07-13
445,RET000445,13487,2026-04-05,Wrong Product Delivered,Approved,88049.26,2026-07-13
446,RET000446,22727,2025-11-14,Damaged Product,Rejected,0.0,2026-07-13
447,RET000447,22505,2026-03-07,Late Delivery,Pending,161327.64,2026-07-13
448,RET000448,20532,2026-06-26,Late Delivery,Rejected,0.0,2026-07-13
449,RET000449,8696,2026-05-30,Damaged Product,Approved,12226.25,2026-07-13
450,RET000450,15871,2026-03-23,Customer Changed Mind,Pending,1616.17,2026-07-13
451,RET000451,2213,2026-06-01,Customer Changed Mind,Approved,6870.03,2026-07-13
452,RET000452,12088,2025-11-09,Defective Product,Pending,52827.6,2026-07-13
453,RET000453,31241,2026-01-27,Defective Product,Approved,52336.83,2026-07-13
454,RET000454,31328,2025-10-05,Late Delivery,Rejected,0.0,2026-07-13
455,RET000455,31787,2025-11-01,Wrong Product Delivered,Rejected,0.0,2026-07-13
456,RET000456,32226,2026-02-15,Defective Product,Approved,272273.33,2026-07-13
457,RET000457,16374,2026-04-23,Customer Changed Mind,Pending,20165.52,2026-07-13
458,RET000458,42121,2025-07-18,Late Delivery,Approved,21043.71,2026-07-13
459,RET000459,32117,2025-10-12,Defective Product,Approved,223307.62,2026-07-13
460,RET000460,18471,2025-09-15,Damaged Product,Rejected,0.0,2026-07-13
461,RET000461,8365,2025-12-11,Wrong Product Delivered,Pending,178845.75,2026-07-13
462,RET000462,915,2026-01-30,Defective Product,Pending,753382.38,2026-07-13
463,RET000463,37125,2025-09-30,Late Delivery,Pending,66025.24,2026-07-13
464,RET000464,7032,2026-05-20,Customer Changed Mind,Approved,61706.14,2026-07-13
465,RET000465,40406,2025-11-03,Damaged Product,Pending,162724.55,2026-07-13
466,RET000466,21316,2026-01-01,Damaged Product,Approved,316758.76,2026-07-13
467,RET000467,10058,2026-03-21,Wrong Product Delivered,Approved,40937.27,2026-07-13
468,RET000468,36717,2025-08-12,Customer Changed Mind,Pending,229568.06,2026-07-13
469,RET000469,30929,2025-12-12,Defective Product,Rejected,0.0,2026-07-13
470,RET000470,44969,2026-07-10,Customer Changed Mind,Approved,239083.18,2026-07-13
471,RET000471,29765,2025-11-27,Damaged Product,Approved,530974.49,2026-07-13
472,RET000472,40442,2026-06-20,Late Delivery,Rejected,0.0,2026-07-13
473,RET000473,513,2026-03-13,Late Delivery,Rejected,0.0,2026-07-13
474,RET000474,31950,2026-04-10,Late Delivery,Approved,247500.37,2026-07-13
475,RET000475,38022,2026-04-15,Customer Changed Mind,Rejected,0.0,2026-07-13
476,RET000476,36980,2026-01-16,Damaged Product,Approved,42886.34,2026-07-13
477,RET000477,37742,2026-06-01,Late Delivery,Rejected,0.0,2026-07-13
478,RET000478,32478,2025-10-10,Defective Product,Pending,7243.7,2026-07-13
479,RET000479,36264,2025-08-02,Wrong Product Delivered,Rejected,0.0,2026-07-13
480,RET000480,35308,2026-04-27,Damaged Product,Pending,32661.4,2026-07-13
481,RET000481,17253,2025-10-15,Late Delivery,Pending,20957.1,2026-07-13
482,RET000482,34615,2025-10-13,Late Delivery,Pending,31089.27,2026-07-13
483,RET000483,4974,2025-10-26,Defective Product,Approved,1606.12,2026-07-13
484,RET000484,49446,2025-12-20,Late Delivery,Rejected,0.0,2026-07-13
485,RET000485,8490,2025-10-19,Damaged Product,Rejected,0.0,2026-07-13
486,RET000486,25446,2026-02-26,Late Delivery,Rejected,0.0,2026-07-13
487,RET000487,24914,2026-05-14,Late Delivery,Pending,6601.39,2026-07-13
488,RET000488,12732,2025-11-07,Damaged Product,Pending,114664.46,2026-07-13
489,RET000489,30345,2025-12-03,Late Delivery,Approved,15433.98,2026-07-13
490,RET000490,41330,2026-03-03,Wrong Product Delivered,Pending,67269.39,2026-07-13
491,RET000491,36656,2025-12-21,Wrong Product Delivered,Pending,18673.87,2026-07-13
492,RET000492,20060,2026-01-09,Customer Changed Mind,Approved,6792.83,2026-07-13
493,RET000493,39190,2026-06-22,Customer Changed Mind,Rejected,0.0,2026-07-13
494,RET000494,22001,2025-11-27,Customer Changed Mind,Rejected,0.0,2026-07-13
495,RET000495,9608,2025-09-18,Customer Changed Mind,Pending,5927.7,2026-07-13
496,RET000496,4338,2026-07-10,Late Delivery,Pending,68776.16,2026-07-13
497,RET000497,29476,2026-05-02,Defective Product,Pending,33954.19,2026-07-13
498,RET000498,18766,2025-12-30,Defective Product,Rejected,0.0,2026-07-13
499,RET000499,7235,2026-05-22,Late Delivery,Rejected,0.0,2026-07-13
500,RET000500,11032,2026-04-14,Damaged Product,Rejected,0.0,2026-07-13
501,RET000501,17445,2026-01-06,Late Delivery,Pending,46011.08,2026-07-13
502,RET000502,21477,2025-09-14,Wrong Product Delivered,Rejected,0.0,2026-07-13
503,RET000503,39898,2026-03-13,Defective Product,Pending,435883.44,2026-07-13
504,RET000504,44020,2026-07-12,Damaged Product,Pending,109226.17,2026-07-13
505,RET000505,16799,2025-11-17,Late Delivery,Approved,12516.09,2026-07-13
506,RET000506,8329,2026-03-26,Defective Product,Pending,81400.68,2026-07-13
507,RET000507,18213,2026-05-31,Wrong Product Delivered,Pending,344421.45,2026-07-13
508,RET000508,36734,2025-11-20,Damaged Product,Pending,135197.92,2026-07-13
509,RET000509,39159,2026-01-30,Late Delivery,Approved,34842.86,2026-07-13
510,RET000510,888,2026-04-12,Wrong Product Delivered,Pending,83972.26,2026-07-13
511,RET000511,11414,2026-02-03,Late Delivery,Pending,62832.55,2026-07-13
512,RET000512,49988,2026-03-26,Customer Changed Mind,Approved,15253.55,2026-07-13
513,RET000513,32075,2026-06-21,Wrong Product Delivered,Pending,218969.86,2026-07-13
514,RET000514,20649,2026-06-28,Customer Changed Mind,Approved,88900.31,2026-07-13
515,RET000515,36644,2026-05-26,Wrong Product Delivered,Rejected,0.0,2026-07-13
516,RET000516,2887,2025-08-15,Late Delivery,Rejected,0.0,2026-07-13
517,RET000517,25783,2026-06-24,Late Delivery,Approved,15715.79,2026-07-13
518,RET000518,44477,2026-04-29,Customer Changed Mind,Pending,119043.35,2026-07-13
519,RET000519,9918,2025-09-29,Damaged Product,Pending,9633.72,2026-07-13
520,RET000520,37052,2026-06-04,Late Delivery,Pending,97940.67,2026-07-13
521,RET000521,31910,2025-10-21,Damaged Product,Rejected,0.0,2026-07-13
522,RET000522,5499,2025-08-09,Defective Product,Pending,299578.38,2026-07-13
523,RET000523,33535,2026-01-13,Wrong Product Delivered,Pending,34455.02,2026-07-13
524,RET000524,35484,2026-04-11,Wrong Product Delivered,Pending,15074.89,2026-07-13
525,RET000525,19706,2025-07-22,Wrong Product Delivered,Pending,64167.56,2026-07-13
526,RET000526,37686,2026-05-27,Defective Product,Approved,116489.5,2026-07-13
527,RET000527,10881,2026-06-23,Late Delivery,Pending,58582.34,2026-07-13
528,RET000528,10989,2025-09-01,Defective Product,Pending,87306.17,2026-07-13
529,RET000529,5784,2025-11-25,Wrong Product Delivered,Rejected,0.0,2026-07-13
530,RET000530,18169,2026-04-09,Wrong Product Delivered,Rejected,0.0,2026-07-13
531,RET000531,43055,2026-02-25,Late Delivery,Rejected,0.0,2026-07-13
532,RET000532,11206,2026-04-28,Damaged Product,Pending,264628.58,2026-07-13
533,RET000533,42881,2025-11-07,Customer Changed Mind,Rejected,0.0,2026-07-13
534,RET000534,34063,2026-03-14,Late Delivery,Rejected,0.0,2026-07-13
535,RET000535,41576,2026-05-12,Defective Product,Pending,66825.37,2026-07-13
536,RET000536,45141,2026-02-14,Defective Product,Rejected,0.0,2026-07-13
537,RET000537,34696,2025-12-20,Defective Product,Rejected,0.0,2026-07-13
538,RET000538,47422,2025-08-18,Damaged Product,Pending,49052.64,2026-07-13
539,RET000539,40364,2025-11-03,Late Delivery,Approved,64417.05,2026-07-13
540,RET000540,13564,2026-01-26,Wrong Product Delivered,Rejected,0.0,2026-07-13
541,RET000541,41071,2025-08-16,Customer Changed Mind,Pending,153616.3,2026-07-13
542,RET000542,29306,2026-01-25,Late Delivery,Pending,59009.84,2026-07-13
543,RET000543,4592,2025-11-01,Customer Changed Mind,Rejected,0.0,2026-07-13
544,RET000544,29930,2026-02-16,Wrong Product Delivered,Pending,170269.23,2026-07-13
545,RET000545,26522,2026-03-28,Defective Product,Approved,304231.82,2026-07-13
546,RET000546,21979,2026-03-03,Customer Changed Mind,Pending,11381.15,2026-07-13
547,RET000547,48193,2026-06-18,Wrong Product Delivered,Pending,256268.4,2026-07-13
548,RET000548,23131,2026-04-07,Wrong Product Delivered,Rejected,0.0,2026-07-13
549,RET000549,23856,2025-11-29,Customer Changed Mind,Pending,30950.66,2026-07-13
550,RET000550,33762,2026-04-11,Late Delivery,Approved,78270.07,2026-07-13
551,RET000551,8740,2025-08-25,Damaged Product,Rejected,0.0,2026-07-13
552,RET000552,43291,2025-08-11,Damaged Product,Rejected,0.0,2026-07-13
553,RET000553,30783,2026-02-04,Late Delivery,Approved,48480.03,2026-07-13
554,RET000554,18395,2026-04-11,Customer Changed Mind,Approved,313884.79,2026-07-13
555,RET000555,44731,2025-11-24,Late Delivery,Approved,29066.39,2026-07-13
556,RET000556,41366,2025-08-22,Customer Changed Mind,Pending,133498.37,2026-07-13
557,RET000557,47703,2025-07-29,Late Delivery,Approved,38055.33,2026-07-13
558,RET000558,35926,2026-06-04,Damaged Product,Approved,32003.97,2026-07-13
559,RET000559,27009,2025-10-08,Customer Changed Mind,Pending,8710.39,2026-07-13
560,RET000560,2452,2026-05-16,Late Delivery,Pending,29618.13,2026-07-13
561,RET000561,32435,2025-12-11,Defective Product,Pending,77046.51,2026-07-13
562,RET000562,22003,2026-03-26,Customer Changed Mind,Pending,465048.51,2026-07-13
563,RET000563,13511,2025-08-09,Damaged Product,Rejected,0.0,2026-07-13
564,RET000564,28909,2025-08-17,Defective Product,Pending,714.77,2026-07-13
565,RET000565,23110,2026-06-21,Wrong Product Delivered,Approved,26017.27,2026-07-13
566,RET000566,11126,2025-12-15,Wrong Product Delivered,Approved,53842.63,2026-07-13
567,RET000567,1061,2026-02-02,Defective Product,Pending,28556.3,2026-07-13
568,RET000568,6971,2026-03-18,Customer Changed Mind,Rejected,0.0,2026-07-13
569,RET000569,50000,2025-12-23,Defective Product,Pending,868.14,2026-07-13
570,RET000570,46224,2025-10-31,Defective Product,Rejected,0.0,2026-07-13
571,RET000571,19377,2025-10-11,Damaged Product,Pending,468937.57,2026-07-13
572,RET000572,17188,2026-06-14,Late Delivery,Pending,160083.07,2026-07-13
573,RET000573,19602,2025-10-07,Wrong Product Delivered,Rejected,0.0,2026-07-13
574,RET000574,4437,2026-05-03,Defective Product,Rejected,0.0,2026-07-13
575,RET000575,16324,2025-11-11,Customer Changed Mind,Approved,29094.58,2026-07-13
576,RET000576,3287,2026-05-01,Late Delivery,Pending,15392.99,2026-07-13
577,RET000577,36719,2025-10-08,Wrong Product Delivered,Rejected,0.0,2026-07-13
578,RET000578,6085,2026-03-22,Damaged Product,Rejected,0.0,2026-07-13
579,RET000579,43000,2026-04-17,Defective Product,Approved,57748.34,2026-07-13
580,RET000580,30139,2025-12-04,Late Delivery,Rejected,0.0,2026-07-13
581,RET000581,35644,2025-11-15,Customer Changed Mind,Pending,17461.85,2026-07-13
582,RET000582,29562,2026-01-03,Damaged Product,Rejected,0.0,2026-07-13
583,RET000583,23262,2026-04-28,Defective Product,Pending,42463.22,2026-07-13
